index,10-21-2021,10-20-2021,10-19-2021,10-18-2021,10-17-2021,10-16-2021,10-15-2021,10-14-2021,10-13-2021,10-12-2021,10-11-2021,10-10-2021,10-9-2021,10-8-2021,10-7-2021,10-6-2021,10-5-2021,10-4-2021,10-3-2021,10-2-2021,10-1-2021,9-30-2021,9-29-2021,9-28-2021,9-27-2021,9-26-2021,9-25-2021,9-24-2021,9-23-2021,9-21-2021,9-20-2021,9-19-2021,9-18-2021,9-17-2021,9-16-2021,9-15-2021,9-14-2021,9-13-2021,9-12-2021,9-11-2021,9-10-2021,9-9-2021,9-8-2021,9-7-2021,9-6-2021,9-5-2021,9-4-2021,9-3-2021,9-2-2021,9-1-2021,8-31-2021,8-30-2021,8-29-2021,8-28-2021,8-27-2021,8-26-2021,8-25-2021,8-24-2021,8-23-2021,8-22-2021,8-21-2021,8-20-2021,8-19-2021,8-18-2021,8-17-2021,8-16-2021,8-15-2021,8-14-2021,8-13-2021,8-12-2021,8-11-2021,8-10-2021,8-9-2021,8-8-2021,8-7-2021,8-6-2021,8-5-2021,8-4-2021,8-3-2021,8-2-2021,8-1-2021,7-31-2021,7-30-2021,7-29-2021,7-28-2021,7-27-2021,7-26-2021,7-25-2021,7-24-2021,7-23-2021,7-22-2021,7-21-2021,7-20-2021,7-19-2021,7-18-2021,7-17-2021,7-16-2021,7-15-2021,7-14-2021,7-13-2021,7-12-2021,7-11-2021,7-10-2021,7-9-2021,7-8-2021,7-7-2021,7-6-2021,7-5-2021,7-4-2021,7-3-2021,7-2-2021,7-1-2021,6-30-2021,6-29-2021,6-28-2021,6-27-2021,6-26-2021,6-25-2021,6-24-2021,6-23-2021,6-22-2021,6-21-2021,6-20-2021,6-19-2021,6-18-2021,6-17-2021,6-16-2021,6-15-2021,6-14-2021,6-13-2021,6-12-2021,6-11-2021,6-10-2021,6-9-2021,6-8-2021,6-7-2021,6-6-2021,6-5-2021,6-4-2021,6-3-2021,6-2-2021,6-1-2021,5-19-2021,5-18-2021,5-17-2021,5-16-2021,5-15-2021,5-14-2021,5-13-2021,5-12-2021
SD NewCases,417.00,466.00,738.00,354.00,0.00,0.00,318.00,341.00,"1,088.00",429.00,0.00,0.00,0.00,351.00,474.00,401.00,755.00,365.00,0.00,0.00,456.00,472.00,551.00,812.00,383.00,0.00,0.00,470.00,585.00,739.00,446.00,0.00,0.00,544.00,552.00,568.00,992.00,528.00,0.00,0.00,615.00,619.00,"1,230.00",453.00,0.00,0.00,0.00,483.00,535.00,578.00,"1,020.00",463.00,0.00,0.00,439.00,471.00,455.00,785.00,331.00,0.00,0.00,304.00,295.00,376.00,395.00,179.00,0.00,0.00,139.00,153.00,862.00,0.00,0.00,0.00,0.00,0.00,0.00,376.00,0.00,0.00,0.00,0.00,0.00,0.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,198.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,21.00,25.00,15.0,9.0,20.0,0.0,0.0,14.0,10.0,22.0,35.0,18.0,0.0,0.0,0.0,11.0,5.0,21.0,0.0,13.0,0.0,8.0,,,,,,,,,,,,,,,,,,
VISN10 VACases,"165,419.89","165,135.74","164,477.11","164,237.39","163,560.91","163,437.13","163,270.82","162,525.65","162,175.28","161,374.34","161,079.57","160,332.76","160,082.32","159,937.23","159,075.56","158,690.93","157,899.92","157,552.30","156,688.96","156,520.77","156,238.25","155,455.85","154,993.25","154,238.02","153,795.23","152,993.73","152,797.16","152,555.25","151,829.91","150,533.51","150,101.42","149,196.97","148,989.77","148,684.89","147,872.27","147,312.43","146,460.67","145,968.61","144,993.59","144,791.21","144,407.42","143,483.11","142,893.71","142,318.16","141,255.37","141,075.65","140,810.93","140,513.62","139,787.56","139,241.83","138,488.69","138,061.09","137,196.85","137,006.79","136,759.89","136,140.08","135,655.85","135,013.94","134,672.08","133,988.14","133,885.97","133,732.45","133,173.27","132,854.63","132,425.75","132,155.84","131,628.24","131,531.82","131,416.00","131,019.18","130,723.97","130,325.95","130,119.73","129,705.52","129,635.73","129,523.27","129,172.00","128,987.71","128,815.16","128,539.73","128,373.59","128,331.54","128,259.38","128,038.52","127,924.47","127,800.34","127,605.71","127,490.51","127,465.46","127,433.27","127,290.77","127,209.72","127,141.64","127,031.21","126,950.11","126,935.37","126,910.72","126,820.63","126,768.22","126,723.71","126,651.24","126,602.16","126,590.80","126,575.32","126,504.85","126,463.16","126,434.41","126,365.41","126,355.45","126,355.45","126,345.84","126,315.70",126261.93,126223.42,126188.23,126144.3,126137.0,126126.42,126093.84,126058.01,126016.62,125980.62,125946.56,125938.84,125904.23,125869.51,125840.51,125800.11,125765.86,125722.15,125708.83,125664.7,125619.49,125568.16,125524.13,125475.3,125421.39,125407.51,125355.9,125283.93,125175.46,125127.75,123972.77,123817.13,123685.8,123514.33,123459.34,123319.12,123147.76,122960.53
VISN12 VACases,"112,020.29","111,775.77","111,491.40","111,288.88","110,914.26","110,620.73","110,620.73","110,480.04","110,209.33","109,870.18","109,391.95","109,017.78","109,017.78","109,017.78","108,676.24","108,360.62","108,025.53","107,632.70","106,994.77","106,994.77","106,994.77","106,599.34","106,313.93","105,958.01","105,652.11","105,023.14","105,023.14","105,023.14","104,688.10","103,975.06","103,621.74","102,880.27","102,880.27","102,880.27","102,510.02","102,127.49","101,699.30","101,402.24","100,858.76","100,858.76","100,858.76","100,500.46","100,197.64","99,885.09","99,409.34","99,169.17","99,169.17","99,169.17","98,832.28","98,524.32","98,192.29","97,872.62","97,316.78","97,316.78","97,316.78","96,999.48","96,740.15","96,468.25","96,209.06","95,745.30","95,745.30","95,745.30","95,483.61","95,279.81","95,053.44","94,824.18","94,415.86","94,415.86","94,415.86","94,187.86","93,994.96","93,783.70","93,596.93","93,237.37","93,237.37","93,237.37","93,066.67","92,878.62","92,740.67","92,565.02","92,300.39","92,300.39","92,300.39","92,171.44","92,068.87","91,964.73","91,859.66","91,711.75","91,711.75","91,711.75","91,640.10","91,568.03","91,518.52","91,468.55","91,367.46","91,367.46","91,367.46","91,330.68","91,295.87","91,264.49","91,234.72","91,181.61","91,181.61","91,181.61","91,154.49","91,124.31","91,102.05","91,062.21","91,054.50","91,054.37","91,054.09","91,034.11",91010.28,90997.13,90978.81,90948.15,90947.52,90947.28,90933.76,90917.45,90901.43,90885.2,90853.47,90852.99,90851.92,90840.34,90823.82,90805.08,90785.74,90765.17,90755.34,90739.88,90716.88,90689.6,90667.06,90641.26,90612.6,90601.09,90581.64,90546.24,90505.06,90470.59,89781.92,89693.82,89608.59,89545.25,89495.99,89406.16,89302.47,89189.13
VISN20 VACases,"106,586.08","106,081.51","105,622.90","104,728.40","104,290.83","104,269.12","104,229.24","103,775.58","103,257.96","102,722.10","102,287.25","101,384.76","101,368.45","101,319.87","100,851.36","100,393.55","99,918.69","99,435.82","98,411.61","98,380.91","98,326.49","97,770.27","97,168.42","96,617.29","96,124.49","94,765.44","94,731.72","94,685.10","94,018.57","92,827.32","92,304.32","91,206.98","91,186.83","91,134.31","90,530.49","89,917.36","89,294.19","88,746.19","87,450.63","87,355.68","87,350.91","86,747.59","86,084.17","85,445.19","83,788.66","83,777.69","83,758.34","83,754.83","83,131.49","82,412.81","81,727.35","81,161.26","79,843.11","79,836.15","79,585.83","79,127.74","78,534.85","77,963.36","77,384.58","76,213.73","76,202.29","76,188.56","75,656.78","75,013.36","74,431.38","73,921.08","72,808.33","72,795.68","72,793.23","72,330.96","71,804.09","71,246.38","70,895.17","70,019.06","70,004.24","70,004.24","69,680.42","69,274.62","68,900.96","68,365.37","67,879.09","67,879.09","67,877.43","67,638.36","67,465.28","67,238.47","67,068.02","66,673.36","66,673.36","66,673.36","66,551.36","66,338.65","66,178.28","66,061.75","65,809.75","65,809.75","65,809.04","65,693.33","65,606.96","65,503.74","65,424.49","65,236.20","65,236.20","65,236.20","65,164.05","65,099.11","65,018.37","64,884.30","64,884.30","64,884.30","64,884.30","64,825.73",64772.34,64720.75,64675.7,64605.37,64593.23,64553.79,64492.02,64425.08,64337.91,64280.73,64183.28,64166.57,64115.82,64051.73,63984.43,63916.78,63852.05,63769.22,63755.7,63695.77,63611.19,63526.45,63389.85,63309.66,63259.73,63244.22,63174.71,63068.85,62972.51,62870.71,61431.65,61307.05,61207.2,61090.39,61047.99,60949.34,60682.1,60509.92
VISN15 VACases,"105,521.90","105,401.41","105,101.53","104,998.07","104,801.11","104,761.98","104,706.20","104,471.77","104,339.58","104,012.53","103,882.51","103,693.37","103,649.24","103,583.72","103,300.79","103,144.12","102,775.68","102,633.71","102,374.62","102,315.74","102,226.86","101,896.84","101,705.34","101,291.06","101,131.31","100,831.73","100,780.59","100,661.75","100,305.14","99,674.53","99,436.83","99,055.29","98,990.10","98,860.85","98,417.29","98,170.59","97,576.37","97,353.75","96,875.62","96,779.87","96,619.81","96,034.70","95,758.10","95,034.95","94,620.96","94,618.25","94,499.14","94,355.69","93,810.40","93,518.86","92,873.89","92,662.03","92,072.57","92,005.23","91,869.82","91,376.80","91,104.52","90,508.43","90,286.93","89,795.84","89,694.41","89,563.56","88,901.29","88,588.51","88,203.28","87,979.39","87,519.64","87,424.14","87,250.14","86,790.78","86,471.92","85,869.00","85,631.04","85,176.54","85,086.80","84,940.79","84,509.93","84,181.68","83,544.14","83,325.56","83,005.66","82,896.92","82,748.21","82,315.29","82,052.99","81,604.03","81,395.17","81,090.05","81,006.74","80,837.93","80,431.06","80,159.38","79,871.57","79,686.19","79,472.35","79,412.93","79,287.39","78,942.82","78,737.81","78,513.71","78,333.84","78,199.79","78,151.07","78,080.97","77,834.47","77,707.53","77,486.62","77,381.58","77,338.21","77,262.83","77,248.85","77,145.35",77044.16,76889.97,76815.31,76720.28,76695.83,76662.23,76569.0,76486.59,76389.76,76328.53,76270.66,76251.68,76208.43,76139.27,76084.78,75988.46,75948.89,75900.56,75881.44,75849.36,75776.47,,,,,,,,,,,,,,,,,
VISN23 VACases,"109,855.09","109,601.14","108,978.10","108,519.86","108,237.57","108,198.83","108,165.66","107,881.01","107,595.62","106,791.72","106,159.66","105,933.69","105,916.60","105,879.40","105,538.20","105,236.81","104,310.43","103,744.54","103,369.48","103,353.37","103,306.71","102,967.16","102,645.61","101,727.50","101,191.07","100,871.22","100,853.81","100,814.39","100,513.42","99,263.67","98,107.88","97,831.59","97,805.21","97,774.90","97,493.50","97,235.91","96,212.57","95,837.85","95,539.92","95,526.38","95,495.09","95,247.00","95,046.94","94,043.31","93,816.97","93,755.77","93,745.43","93,719.20","93,484.95","93,252.94","92,581.28","92,205.20","91,984.35","91,952.33","91,930.86","91,730.68","91,536.72","90,931.55","90,604.28","90,412.94","90,397.32","90,384.38","90,212.13","90,065.35","89,591.03","89,353.63","89,199.37","89,184.02","89,172.93","89,042.54","88,921.37","88,436.86","88,315.90","88,218.41","88,208.07","88,200.72","88,114.96","88,036.41","87,721.92","87,610.58","87,544.19","87,542.12","87,537.10","87,474.14","87,422.02","87,217.62","87,148.73","87,098.01","87,096.46","87,093.15","87,058.96","87,027.93","86,909.71","86,869.55","86,837.61","86,836.71","86,833.50","86,759.36","86,736.62","86,563.65","86,532.79","86,514.44","86,513.24","86,511.11","86,497.20","86,484.18","86,458.38","86,438.86","86,435.82","86,431.70","86,421.87","86,404.32",86386.18,86371.56,86355.27,86338.98,86331.15,86321.65,86309.14,86294.3,86278.16,86262.84,86247.91,86240.15,86229.6,86215.65,86198.02,86184.69,86168.54,86152.12,86139.52,86125.16,86104.42,,,,,,,,,,,,,,,,,
OH VACases,"94,486.42","94,228.00","93,936.26","93,706.67","93,525.75","93,366.08","93,130.57","92,815.49","92,485.60","92,124.55","91,840.83","91,653.86","91,311.37","91,107.76","90,686.83","90,282.17","89,877.52","89,522.89","89,253.89","89,033.37","88,641.39","88,244.12","87,824.96","87,411.89","86,946.61","86,711.80","86,439.69","86,095.43","85,643.15","84,726.77","84,290.22","83,975.25","83,692.37","83,263.85","82,723.31","82,191.11","81,694.70","81,225.01","80,867.14","80,581.10","80,042.55","79,462.45","78,959.22","78,521.63","78,210.64","77,956.35","77,599.22","77,191.98","76,797.98","76,343.09","75,895.51","75,516.26","75,318.38","75,065.66","74,729.93","74,418.23","74,071.23","73,775.98","73,513.48","73,337.56","73,198.27","72,977.95","72,737.25","72,516.77","72,307.08","72,100.64","71,986.75","71,860.29","71,702.97","71,530.00","71,323.62","71,108.54","70,962.38","70,882.62","70,793.60","70,647.75","70,543.66","70,420.39","70,284.59","70,172.94","70,115.94","70,061.54","69,967.82","69,892.82","69,817.16","69,725.37","69,642.29","69,608.63","69,577.00","69,534.40","69,483.88","69,432.32","69,383.33","69,336.66","69,292.86","69,273.54","69,242.89","69,209.34","69,175.37","69,149.84","69,128.16","69,114.22","69,099.41","69,080.42","69,058.87","69,035.48","69,015.75","69,003.83","68,990.74","68,990.74","68,978.08","68,966.28",68932.51,68919.91,68903.03,68894.25,68884.58,68869.05,68850.75,68832.36,68813.53,68792.57,68785.17,68775.03,68762.21,68739.25,68724.08,68701.03,68682.47,68671.05,68655.4,68631.88,68610.6,68589.0,68564.96,68538.92,68523.08,68506.59,68482.99,68444.78,68415.55,68394.41,67834.96,67777.78,67716.28,67671.01,67632.88,67575.61,67512.9,67441.11
OH NewVACases,258.42,291.74,229.59,180.92,159.67,235.51,315.08,329.89,361.05,283.72,186.97,342.49,203.61,420.93,404.66,404.65,354.63,269.00,220.52,391.98,397.27,419.16,413.07,465.28,234.81,272.11,344.26,452.28,480.31,436.55,314.97,282.88,428.51,540.54,532.20,496.41,469.69,357.87,286.03,538.55,580.10,503.23,437.59,310.99,254.29,357.13,407.24,394.00,454.89,447.58,379.24,197.89,252.72,335.73,311.70,347.01,295.25,262.50,175.92,139.28,220.32,240.70,220.48,209.69,206.44,113.89,126.46,157.31,172.97,206.39,215.08,146.15,79.76,89.03,145.85,104.09,123.27,135.80,111.64,57.01,54.40,93.72,75.00,75.66,91.79,83.09,33.65,31.63,42.60,50.52,51.57,48.99,46.66,43.81,19.32,30.65,33.54,33.97,25.54,21.67,13.95,14.81,18.99,21.56,23.38,19.74,11.91,13.09,0.00,12.66,11.80,33.77,12.6,16.88,8.78,9.67,15.53,18.3,18.39,18.83,20.96,7.41,10.14,12.82,22.96,15.17,23.05,18.56,11.42,15.65,23.51,21.29,21.6,24.04,26.04,15.84,16.49,23.6,38.21,29.24,21.13,38.9,57.18,61.5,45.27,38.13,57.27,62.71,71.78,89.52
IN VACases,"60,685.25","60,556.18","60,436.24","60,341.73","60,110.85","60,110.85","60,110.85","59,973.31","59,813.20","59,648.33","59,551.20","59,265.18","59,265.18","59,265.18","59,048.70","58,913.90","58,752.51","58,623.84","58,253.70","58,253.70","58,253.70","58,059.81","57,853.60","57,678.21","57,536.19","57,149.85","57,149.85","57,149.85","56,953.10","56,492.64","56,331.06","55,843.25","55,843.25","55,843.25","55,580.40","55,329.55","55,039.72","54,824.63","54,203.04","54,203.04","54,203.04","53,876.19","53,558.85","53,378.50","52,581.72","52,581.72","52,581.72","52,581.72","52,272.21","51,953.48","51,661.65","51,441.51","50,742.82","50,742.82","50,742.82","50,442.93","50,136.13","49,824.61","49,608.48","49,087.36","49,087.36","49,087.36","48,830.76","48,612.04","48,397.07","48,230.98","47,820.58","47,820.58","47,820.58","47,655.99","47,461.59","47,308.83","47,172.93","46,869.49","46,869.49","46,869.49","46,747.29","46,629.87","46,522.58","46,425.91","46,256.53","46,256.53","46,256.53","46,169.79","46,093.53","46,019.87","45,955.75","45,842.13","45,842.13","45,842.13","45,796.71","45,744.61","45,701.44","45,661.23","45,583.10","45,583.10","45,583.10","45,549.90","45,516.14","45,480.76","45,445.86","45,395.54","45,395.54","45,395.54","45,369.12","45,335.34","45,312.82","45,253.77","45,253.77","45,253.77","45,253.77","45,229.24",45205.44,45180.99,45164.9,45131.87,45131.87,45131.87,45113.06,45096.03,45079.19,45060.72,45043.86,45043.86,45010.38,44994.28,44978.5,44958.77,44940.43,44914.52,44914.52,44887.59,44864.18,44836.76,44815.75,44793.77,44762.16,44762.16,44737.03,44709.94,44637.84,44622.23,44207.54,44160.23,44131.28,44099.73,44056.25,43989.83,43936.19,43883.43
IN NewVACases,129.07,119.94,94.51,230.87,0.00,0.00,137.54,160.11,164.87,97.12,286.02,0.00,0.00,216.48,134.80,161.40,128.66,370.14,0.00,0.00,193.89,206.21,175.40,142.02,386.33,0.00,0.00,196.75,220.38,161.57,487.82,0.00,0.00,262.85,250.85,289.84,215.09,621.59,0.00,0.00,326.85,317.34,180.35,796.79,0.00,0.00,0.00,309.51,318.72,291.83,220.14,698.69,0.00,0.00,299.88,306.80,311.52,216.14,521.12,0.00,0.00,256.60,218.73,214.97,166.09,410.40,0.00,0.00,164.59,194.40,152.75,135.91,303.43,0.00,0.00,122.21,117.42,107.29,96.67,169.38,0.00,0.00,86.74,76.26,73.66,64.12,113.62,0.00,0.00,45.42,52.10,43.17,40.21,78.13,0.00,0.00,33.20,33.76,35.38,34.90,50.32,0.00,0.00,26.42,33.78,22.52,59.05,0.00,0.00,0.00,24.53,23.80,24.45,16.09,33.03,0.0,0.0,18.81,17.03,16.84,18.47,16.86,0.0,33.48,16.11,15.78,19.73,18.34,25.92,0.0,26.93,23.4,27.42,21.01,21.99,31.61,0.0,25.13,27.09,72.1,15.61,30.85,47.31,28.95,31.55,43.47,66.42,53.64,52.75,50.12
MI VACases,"69,033.25","69,013.93","68,519.19","68,505.37","67,972.55","67,962.92","67,962.92","67,394.72","67,378.64","66,764.42","66,745.20","66,181.53","66,181.53","66,181.53","65,601.77","65,580.43","65,036.16","65,022.59","64,458.70","64,447.40","64,447.40","63,926.76","63,908.13","63,411.76","63,393.57","62,895.14","62,890.01","62,890.01","62,487.01","62,030.33","62,020.20","61,547.15","61,541.59","61,541.59","61,160.78","61,146.97","60,711.24","60,697.53","60,305.12","60,305.12","60,305.12","59,919.74","59,900.93","59,714.09","59,331.06","59,331.06","59,328.36","59,328.36","59,037.53","59,030.59","58,735.82","58,724.00","58,415.57","58,411.00","58,411.00","58,163.75","58,147.84","57,871.99","57,864.78","57,621.45","57,618.81","57,618.81","57,358.68","57,349.55","57,171.20","57,162.33","56,954.23","56,951.95","56,951.95","56,761.08","56,748.72","56,570.57","56,568.41","56,398.32","56,394.78","56,394.78","56,161.68","56,152.63","56,151.68","55,999.64","55,990.98","55,990.48","55,989.48","55,849.66","55,843.92","55,842.59","55,736.01","55,731.85","55,731.49","55,731.28","55,641.43","55,637.38","55,636.86","55,576.16","55,573.56","55,573.56","55,573.49","55,525.36","55,522.49","55,522.06","55,484.18","55,482.98","55,482.91","55,482.27","55,439.18","55,437.85","55,437.55","55,409.53","55,409.39","55,409.39","55,409.39","55,402.66",55389.9,55374.04,55361.42,55341.28,55341.28,55341.28,55333.81,55323.44,55303.58,55293.26,55274.57,55274.57,55274.57,55265.29,55256.12,55243.92,55232.07,55211.58,55211.15,55199.61,55181.97,55161.71,55145.37,55124.79,55100.31,55099.39,55077.83,55047.23,55017.38,54987.59,54518.64,54410.16,54320.9,54180.68,54177.1,54096.35,53977.47,53845.06
MI NewVACases,19.32,494.74,13.82,532.82,9.62,0.00,568.20,16.08,614.22,19.22,563.66,0.00,0.00,579.76,21.34,544.27,13.57,563.89,11.30,0.00,520.64,18.63,496.37,18.19,498.43,5.13,0.00,403.00,16.93,10.13,473.04,5.56,0.00,380.81,13.81,435.73,13.71,392.41,0.00,0.00,385.38,18.81,186.84,383.03,0.00,2.71,0.00,290.82,6.94,294.77,11.82,308.44,4.56,0.00,247.26,15.91,275.85,7.21,243.33,2.64,0.00,260.13,9.13,178.35,8.87,208.10,2.28,0.00,190.87,12.37,178.15,2.16,170.09,3.55,0.00,233.09,9.05,0.96,152.04,8.66,0.50,1.00,139.83,5.74,1.33,106.58,4.16,0.36,0.21,89.84,4.05,0.51,60.70,2.61,0.00,0.07,48.13,2.87,0.43,37.88,1.20,0.07,0.64,43.09,1.33,0.30,28.02,0.14,0.00,0.00,6.73,12.76,15.87,12.62,20.14,0.0,0.0,7.47,10.37,19.86,10.32,18.69,0.0,0.0,9.28,9.17,12.2,11.85,20.49,0.43,11.53,17.65,20.25,16.34,20.58,24.48,0.92,21.56,30.6,29.85,29.79,53.14,108.48,89.26,140.22,3.59,80.74,118.88,132.41,151.28
IL VACases,"81,417.80","81,305.50","81,186.70","81,086.73","80,821.89","80,821.89","80,821.89","80,691.37","80,556.25","80,406.60","80,037.01","80,019.12","80,019.12","80,019.12","79,876.86","79,692.85","79,538.90","79,367.73","79,027.51","79,027.51","79,027.51","78,856.63","78,676.01","78,515.34","78,382.00","78,037.77","78,037.77","78,037.77","77,859.06","77,467.00","77,301.97","76,870.72","76,870.72","76,870.72","76,681.45","76,438.04","76,202.45","75,967.49","75,477.55","75,477.55","75,477.55","75,191.60","74,911.13","74,693.20","74,062.16","74,062.16","74,062.16","74,062.16","73,746.79","73,501.83","73,220.00","72,959.33","72,401.08","72,401.08","72,401.08","72,156.03","71,942.09","71,691.69","71,536.79","71,054.12","71,054.12","71,054.12","70,790.98","70,607.30","70,392.89","70,192.65","69,715.74","69,715.74","69,715.74","69,531.19","69,343.51","69,134.84","68,974.23","68,554.00","68,554.00","68,552.35","68,395.49","68,226.19","68,032.85","67,896.86","67,623.66","67,622.72","67,622.72","67,508.21","67,419.03","67,295.39","67,201.33","66,968.87","66,968.87","66,968.87","66,902.53","66,802.90","66,716.15","66,675.77","66,538.37","66,538.37","66,537.14","66,502.17","66,458.07","66,387.11","66,356.27","66,277.42","66,277.42","66,277.42","66,246.08","66,214.29","66,168.96","66,109.76","66,109.76","66,109.76","66,109.76","66,090.13",66068.96,66036.44,66021.75,65983.95,65983.95,65983.95,65969.87,65957.79,65937.43,65927.85,65891.86,65891.86,65891.86,65886.17,65873.86,65852.69,65841.99,65836.2,65823.5,65809.57,65790.05,65771.22,65755.98,65733.33,65720.59,65704.84,65680.09,65649.8,65639.6,65595.79,65023.24,64945.69,64876.78,64829.86,64775.14,64707.4,64624.67,64527.09
IL NewVACases,112.30,118.80,99.97,264.84,0.00,0.00,130.52,135.12,149.65,369.59,17.90,0.00,0.00,142.26,184.01,153.95,171.17,340.22,0.00,0.00,170.88,180.62,160.68,133.34,344.23,0.00,0.00,178.71,206.11,165.03,431.26,0.00,0.00,189.26,243.42,235.58,234.96,489.94,0.00,0.00,285.95,280.46,217.93,631.04,0.00,0.00,0.00,315.37,244.96,281.83,260.67,550.02,0.00,0.00,245.04,213.94,250.40,154.90,482.66,0.00,0.00,263.14,183.68,214.41,200.24,476.91,0.00,0.00,184.56,187.68,208.66,160.62,420.23,0.00,1.64,156.86,169.30,193.34,135.98,273.20,0.94,0.00,114.51,89.18,123.64,94.06,232.46,0.00,0.00,66.34,99.63,86.75,40.38,137.39,0.00,0.00,34.98,44.10,70.96,30.83,78.86,0.00,0.00,31.33,31.79,45.33,59.20,0.00,0.00,0.00,19.64,21.17,32.52,14.69,37.8,0.0,0.0,14.07,12.08,20.36,9.58,35.99,0.0,0.0,5.69,12.31,21.17,10.7,5.79,12.7,13.93,19.52,18.83,19.11,22.65,12.74,15.76,24.75,30.29,31.91,43.81,19.48,77.55,68.91,46.91,54.72,67.74,82.73,97.58,87.92
WI VACases,"51,120.02","50,952.33","50,801.73","50,674.41","50,500.10","50,180.57","50,180.57","50,180.57","49,996.74","49,819.76","49,610.99","49,259.02","49,259.02","49,259.02","49,048.34","48,840.56","48,671.67","48,386.58","47,990.37","47,990.37","47,990.37","47,745.11","47,570.08","47,367.65","47,144.16","46,740.53","46,740.53","46,740.53","46,537.87","46,127.44","45,883.91","45,406.36","45,406.36","45,406.36","45,193.36","44,951.39","44,705.99","44,560.15","44,327.27","44,327.27","44,327.27","44,159.03","44,027.12","43,880.89","43,826.03","43,558.76","43,558.76","43,558.76","43,423.66","43,264.38","43,128.13","42,971.75","42,743.33","42,743.33","42,743.33","42,590.20","42,451.06","42,335.62","42,182.60","41,989.90","41,989.90","41,989.90","41,883.90","41,778.89","41,680.89","41,564.54","41,425.51","41,425.51","41,425.51","41,304.71","41,208.66","41,120.63","41,016.42","40,875.41","40,875.41","40,875.41","40,801.38","40,703.83","40,629.92","40,539.27","40,426.67","40,426.67","40,426.67","40,363.24","40,308.17","40,260.05","40,199.39","40,147.55","40,147.55","40,147.55","40,119.77","40,096.97","40,073.63","40,045.34","40,022.47","40,022.47","40,022.47","40,010.46","39,998.75","39,986.93","39,973.35","39,955.26","39,955.26","39,955.26","39,946.65","39,933.95","39,924.17","39,921.79","39,913.27","39,913.27","39,913.27","39,906.40",39899.54,39894.56,39886.88,39878.33,39878.33,39878.33,39874.74,39866.59,39859.94,39853.28,39843.95,39843.95,39843.95,39836.43,39830.21,39827.79,39819.57,39808.53,39808.53,39808.53,39802.16,39791.02,39782.91,39770.7,39752.56,39752.56,39752.56,39739.76,39727.91,39711.88,39495.5,39464.32,39430.11,39407.57,39407.57,39369.63,39333.57,39298.76
